구명,대여소번호,대여소 주소,groups,위도,경도
강서구,1126,서울특별시 강서구 강서로 지하 262강서구 화곡동 1159-6,264,37.548908000000004,126.83656299999998
강서구,1127,서울특별시 강서구 화곡로 157강서구 화곡동 1089-52,493,37.540981,126.83854699999999
강서구,1129,서울특별시 강서구 화곡로 지하 168강서구 화곡동 1089-43,493,37.542099,126.840218
강서구,1130,서울특별시 강서구 화곡로 196강서구 화곡동 109-12,180,37.542751,126.842621
강서구,1131,서울특별시 강서구 화곡로 232강서구 화곡동 94-6,180,37.546444,126.845459
강서구,1132,서울특별시 강서구 공항대로 지하 529강서구 등촌동 505-3,78,37.551109000000004,126.863708
강서구,1135,서울특별시 강서구 등촌로 185강서구 등촌동 608-4,472,37.546532,126.862549
강서구,1136,서울특별시 강서구 등촌로 167강서구 등촌동 608-6,472,37.544788,126.86200000000001
강서구,1137,서울특별시 강서구 등촌로 143강서구 등촌동 577,104,37.541431,126.86322
강서구,1139,서울특별시 강서구 등촌로 95강서구 등촌동 579,104,37.536991,126.86336499999999
강서구,1140,서울특별시 강서구 등촌로 19강서구 화곡동 939-3,361,37.531399,126.86360900000001
강서구,1141,서울특별시 강서구 강서로5길 50강서구 화곡동 941-2,314,37.52906,126.84848000000001
강서구,1145,서울특별시 강서구 강서로5길 50강서구 화곡동 941-2,314,37.528919,126.848083
강서구,1146,서울특별시 강서구 곰달래로 51355-48,440,37.530338,126.83825700000001
강서구,1148,서울특별시 강서구 까치산로4길 22강서구 화곡동 98-148,180,37.541470000000004,126.84478
강서구,1149,서울특별시 강서구 마곡서1로 111-12신방화역환승주차장,203,37.567284,126.818275
강서구,1150,서울특별시 강서구 공항대로3길 18송정역 1번출구,283,37.56155,126.810478
강서구,1151,서울특별시 강서구 마곡동 727-716마곡역2번출구,103,37.560234,126.823471
강서구,1152,서울특별시 강서구 마곡동 728-168마곡역7번출구,103,37.558665999999995,126.82661399999999
강서구,1153,서울특별시 강서구 공항대로 281발산역 4번출구,48,37.55891,126.83809699999999
강서구,1155,서울특별시 강서구 가양동 1458-15 기쁜우리복지관,390,37.56926,126.84841899999999
강서구,1157,서울특별시 강서구 화곡로 302강서구청,47,37.550659,126.84976999999999
강서구,1158,서울특별시 강서구 양천로 지하 485가양역 8번출구,121,37.561035,126.854813
강서구,1159,서울특별시 강서구 양천로53길 30서서울모터리움앞,390,37.565853000000004,126.84659599999999
강서구,1160,서울특별시 강서구 양천로 지하 341양천향교역 7번출구 앞,168,37.567679999999996,126.840897
강서구,1161,서울특별시 강서구 남부순환로 171강서면허시험장앞,488,37.549694,126.81966399999999
강서구,1162,서울특별시 강서구 마곡서1로 68공항초등학교건너편,348,37.562678999999996,126.82047299999999
강서구,1163,서울특별시 강서구 방화대로34길 65방화동 강서기동대앞,203,37.570499,126.82008400000001
강서구,1165,서울특별시 강서구 마곡중앙5로 58마곡중학교 후문,203,37.568447,126.821648
강서구,1166,서울특별시 강서구 강서로62길 48강서구립등빛도서관,90,37.562569,126.84246100000001
강서구,1167,서울특별시 강서구 수명로 72마곡수명산파크3단지 교차로,351,37.553467,126.825928
강서구,1168,서울특별시 강서구 마곡중앙1로 72마곡엠밸리10단지 앞,348,37.560226,126.819069
강서구,1169,서울특별시 강서구 공항대로 625염창역 1번 출구,272,37.547199,126.87448899999998
강서구,1170,서울특별시 강서구 공항대로 571강서구보건소 (삼성디지털 프라자),78,37.549178999999995,126.868797
강서구,1171,서울특별시 강서구 양천로 696염창동 새마을금고 건너편 (모닝글로리),272,37.550049,126.87316100000001
강서구,1172,서울특별시 강서구 허준로 202가양3동 주민센터,87,37.561249,126.86058
강서구,1173,서울특별시 강서구 공항대로 411강서구청사거리(SH타워),47,37.556259000000004,126.85331699999999
강서구,1174,서울특별시 강서구 공항대로 395강서구청사거리(부민병원),47,37.556599,126.85147099999999
강서구,1175,서울특별시 강서구 공항대로 453대한항공 인력개발센터,474,37.554379,126.85753600000001
강서구,1177,서울특별시 강서구 수명로1길 16마곡수명산파크4단지아파트 401동 앞,351,37.55011,126.823677
강서구,1178,서울특별시 강서구 양천로 22개화산역 2번 출구,403,37.572472,126.806168
강서구,1180,서울특별시 강서구 마곡중앙로 36마곡엠밸리 15단지(1502동) 건너편,103,37.557468,126.82972
강서구,1181,서울특별시 강서구 발산로 40농산식품공사 (강서지사),488,37.551044,126.818497
강서구,1182,서울특별시 강서구 공항대로 376KBS 스포츠월드,47,37.556877,126.848808
강서구,1184,서울특별시 강서구 방화대로7길 6마곡13단지,397,37.55645,126.815979
강서구,1185,서울특별시 강서구 화곡로63가길 92등촌9단지,121,37.562901000000004,126.84947199999999
강서구,1186,서울특별시 강서구 방화대로5길 7송정중학교,397,37.554728999999995,126.816093
강서구,1188,서울특별시 강서구 마곡중앙로 201롯데중앙연구소,359,37.571381,126.82833899999999
강서구,1190,서울특별시 강서구 공항대로 지하 163마곡역 교차로(2번출구),103,37.560501,126.82665300000001
강서구,1191,서울특별시 강서구 마곡중앙로 76힐스테이트에코마곡역,103,37.560241999999995,126.827164
강서구,1194,서울특별시 강서구 마곡중앙8로3길 21케이티엔에프빌딩 인근,48,37.563301,126.836823
강서구,1195,서울특별시 강서구 마곡동로 110코오롱글로벌㈜,48,37.564129,126.83431200000001
강서구,1196,서울특별시 강서구 마곡동로 161서울식물원(문화센터) 건너편,168,37.568241,126.835831
강서구,1197,서울특별시 강서구 강서로 247엘펠리체 호텔 건너편,48,37.560429,126.835403
강서구,1198,서울특별시 강서구 마곡중앙10로 10LG 사이언스파크,103,37.56255,126.82743799999999
관악구,2102,서울특별시 관악구 관천로 52관악구 신림동 1433-150,38,37.48423,126.92639199999999
관악구,2103,서울특별시 관악구 관천로27길 2신사동 우방아파트,50,37.489178,126.919273
관악구,2104,서울특별시 동작구 남부순환로 지하 2089관악구 남현동 1060-12,3,37.476089,126.98133100000001
관악구,2105,서울특별시 관악구 난곡로 295관악구 신림동 1475-64,254,37.480251,126.914604
관악구,2106,서울특별시 관악구 난곡로 210관악구 신림동 614-25,482,37.473728,126.91840400000001
관악구,2107,서울특별시 관악구 신림로 40관악구 신림동 808-133,346,37.475471,126.93645500000001
관악구,2108,서울특별시 관악구 봉천로 375관악구 봉천동 975-18,120,37.483340999999996,126.94319899999999
관악구,2109,서울특별시 양천구 가로공원로 지하 133관악구 봉천동 962,150,37.486225,126.935829
관악구,2110,서울특별시 관악구 시흥대로 560조원동 미성아파트,156,37.483191999999995,126.90203100000001
관악구,2111,서울특별시 관악구 남부순환로 1830서울대입구역1번출구,212,37.480869,126.95331599999999
관악구,2112,서울특별시 관악구 남부순환로 지하 1822관악구 봉천동 979-2,212,37.481339,126.950645
관악구,2113,서울특별시 관악구 신사로 7동작관악견인차량보관소,156,37.484660999999996,126.9039
관악구,2115,서울특별시 관악구 남부순환로 1369관악구 신림동 1674-8,156,37.479915999999996,126.90284
관악구,2116,서울특별시 관악구 남부순환로 지하 1822관악구 봉천동 979-2,212,37.481705,126.950829
관악구,2119,서울특별시 관악구 관악로 217동진빌딩 앞,212,37.484257,126.954697
관악구,2122,서울특별시 관악구 남부순환로 1889관악구 봉천동 1693-38,52,37.478058000000004,126.960495
관악구,2127,서울특별시 관악구 난곡로 99관악구 신림동 666-30,316,37.464886,126.91947900000001
